46.175.70.69:44239
139.99.105.5:80
178.141.249.246:8081
195.238.71.50:53281
109.238.222.5:40387
168.227.200.226:8080
158.51.109.34:26019
103.9.188.229:36984
40.127.201.29:80
105.30.250.108:53281
94.74.144.149:8080
51.222.67.212:3129
159.89.221.73:3128
200.54.194.10:53281
193.122.144.192:80
157.230.103.91:46738
3.141.45.199:80
157.230.185.143:80
176.235.182.99:8080
175.212.226.49:80
175.212.226.26:80
152.204.128.46:33047
103.103.175.253:3128
95.137.240.30:60030
84.53.243.83:3128
185.157.161.85:8118
116.73.14.16:8080
51.222.67.220:32768
110.74.199.16:63141
109.167.134.253:30710
13.49.144.251:20048
109.105.205.232:59152
213.230.127.143:3128
86.57.237.53:3128
201.49.58.234:80
213.230.121.74:3128
91.89.89.13:8080
3.6.251.241:80
150.242.182.98:80
27.254.149.139:80
172.105.40.232:80
82.212.62.22:8080
167.172.123.221:9300
210.8.81.246:8080
149.172.255.8:8080
51.75.206.209:80
74.143.245.221:80
103.139.81.170:80
124.219.176.139:39589
223.255.133.34:8080
202.45.146.210:80
83.150.10.214:80
217.79.181.109:443
117.236.225.12:80
37.49.127.226:8080
43.231.21.176:36415
218.111.228.178:80
42.188.200.213:8080
202.169.244.178:8181
186.47.83.157:8080
51.222.67.211:32768
14.97.2.104:80
51.195.130.169:43567
183.88.18.195:8080
213.230.121.114:3128
176.56.107.156:57628
81.252.38.12:8080
167.71.230.124:8080
147.91.111.133:37979
85.216.127.185:8080
109.193.195.13:8080
85.31.246.47:3128
52.149.152.236:80
101.108.121.175:8080
175.212.226.8:80
125.141.117.42:80
14.38.255.35:80
145.253.188.132:80
51.222.67.221:32768
109.105.223.216:8080
178.205.101.67:3129
203.150.128.47:8080
163.172.28.22:80
176.56.107.117:47855
195.138.82.198:40301
103.250.166.17:6666
101.32.219.25:8080
51.222.67.216:32768
175.212.226.42:80
14.38.255.45:80
175.212.226.22:80
62.171.156.103:8899
103.15.60.23:8080
104.248.155.139:8118
13.251.154.74:80
153.122.86.46:80
217.182.13.59:43567
129.21.105.164:8080
222.112.240.175:80
91.77.162.117:8080
139.59.4.43:8888
181.6.47.202:10809
159.65.69.186:9300
